大tab,品类,名称,指标值,主投链路x产品,视频号/店铺,CTR,CVR,ROI,退款率,客单价,卖点,商品链接,图片链接,素材链接
AMS投放爆品,羽绒服,雅鹿2026年秋冬新款女士高级洋气廓形连帽中长款过膝羽绒服中长款外套女,,小店广告×直播 (100.0%),雅鹿女装专卖店,3.53,1.57,13.51,81.82,294.9,版型:宽松 | 季节:秋冬 | 卖点:秋冬 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53q4acmaaameaonwkl25urvbyee2dqajsa.f0.mp4?dis_k=4586f52210dc2be37733faac9229907f&dis_t=1766572264&m=aa8e55b0eebd977f42853aaa68a08ea7
AMS投放爆品,羽绒服,YAYA/鸭鸭【轻壳系列】26年春季显瘦款式百搭宽松羽绒服外套,,小店广告×直播 (94.5%),鸭鸭灵链服饰店,2.53,3.73,11.11,61.13,179.2,版型:修身 | 季节:秋冬 | 卖点:显瘦 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b536qavyaabqyamaulb3vvbv5aelt2acxca.f0.mp4?dis_k=c0fb9279e1aea2f18440da8d412034bc&dis_t=1784716411
AMS投放爆品,羽绒服,YAYA新款女士90绒宽松休闲简约百搭保暖厚款连帽外套YE6B600072H,,小店广告×直播 (100.0%),鸭鸭知夏羽绒服专卖店,3.36,2.08,9.49,66.04,269.2,版型:宽松 | 季节:秋冬 | 卖点:宽松 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b537yamgaaarqad6pdtnfvbv7qeyp7abq2a.f0.mp4?dis_k=b1cf52df0c87a3d7a1126f3faaa95e52&dis_t=1785986165&m=8285ff8c79459d5851901c72f25e8a3a
AMS投放爆品,羽绒服,蕉下【26秋冬上新 直播专享】女士宽松长袖T恤CT023,,小店广告×直播 (100.0%),蕉下Beneunder,2.54,6.27,7.47,40.0,110.4,版型:宽松 | 季节:秋冬 | 卖点:宽松 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3nqamwaaafuac2sqncnvbu3aeznwabs2a.f0.mp4?dis_k=19f8b94da6cd47b8eba49167884360bf&dis_t=1779295811&m=89016f20244e7aac727242e9c4ac51f6
AMS投放爆品,羽绒服,艾莱依时装羽绒服26新款高光90绒女罗纹拼接收腰翻领羽绒大衣1095,,小店广告×直播 (100.0%),艾莱依官方旗舰店,1.91,1.13,11.45,34.62,614.4,版型:修身 | 季节:四季 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3amadaaaakmain4ds3zvbuayegabqamca.f0.mp4?dis_k=8cffa0110d63f092d7b4e52a88916ab6&dis_t=1785902677&m=401bd19a130aa5fcb0f89e9da79c1270
AMS投放爆品,羽绒服,鸭鸭轻壳系列2026年新款男女同款洋气百搭外套羽绒服,,小店广告×小店 (100.0%),鸭鸭灵链服饰店,2.25,3.3,12.5,56.06,250.7,版型:常规 | 季节:秋冬 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b53iaa76aab7uagawlbhrvbuqae75aad72a.f0.mp4?dis_k=fac879cdec49b536b0de79876dcd70ed&dis_t=1784717254
AMS投放爆品,羽绒服,米莱Jiaer/冬季新款时尚中长款连帽羽绒服A618,,ADQ×小店 (100.0%),米莱佳儿女装,15.66,0.0,0.0,0.0,0.0,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:日常百搭,,,http://pgdt.gtimg.cn/141/20204/snscosdownload/SZ/reserved/6a7582c4000e22150b9b7439f0908e0b0000008d00004eec?ck=86a90ad3e9c7b8a86e15a7670d20d2da&m=86a90ad3e9c7b8a86e15a7670d20d2da&sha256=693b491ec17e757839648fc3fe04ff5b52ae6114ce7f846321c10870555ff288
AMS投放爆品,羽绒服,蕉下【26春夏上新 】女士凉感防晒衣（宽松款）AL417,,小店广告×直播 (100.0%),蕉下Beneunder,2.93,3.93,8.27,65.91,186.2,版型:宽松 | 季节:夏季 | 卖点:宽松 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3nqamwaaafuac2sqncnvbu3aeznwabs2a.f0.mp4?dis_k=19f8b94da6cd47b8eba49167884360bf&dis_t=1779295811&m=89016f20244e7aac727242e9c4ac51f6
AMS投放爆品,羽绒服,艾莱依冬季新款气质收腰长款羽绒服时尚百搭加厚保暖外套1293,,小店广告×直播 (100.0%),艾莱依官方旗舰店,2.38,1.56,10.83,72.73,599.0,版型:修身 | 季节:秋冬 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b53t4a5waab44al4ammmvurxhye3opqdw2a.f0.mp4?dis_k=93685bc899694328e41ea172c0d0153b&dis_t=1770874238&m=6330ca516cc32de060c5e69f42a8a3bd
AMS投放爆品,羽绒服,艾莱依时装26新款鹅绒女短款时尚简约风衣式羽绒外套3016,,小店广告×直播 (100.0%),艾莱依服饰旗舰店,3.75,0.61,12.06,180.0,1447.0,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3smaamaaa44alf72dk5vbveyea2jqabsa.f0.mp4?dis_k=4a05088b47e75a028e11269468e58969&dis_t=1782822007&m=4dce82180dbd88f4351fa7da0e6cdd7d
AMS投放爆品,羽绒服,【雅鹿专版】红色短款羽绒服2026反季加厚90绒时尚洋气百搭保暖外套,,ADQ×小店 (100.0%),雅鹿羽绒服专家,7.09,3.95,14.44,41.94,274.5,版型:常规 | 季节:秋冬 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3xibmaaac4aafgslp2zvbroqeyc5afqca.f0.mp4?dis_k=f51b0063c23c6897fd11afbdffad8f9b&dis_t=1785566047&m=18c1ad9414c78d5c43d4e6e21c03b830
AMS投放爆品,羽绒服,艾莱依时装26新款鹅绒女时尚质感立领风衣式羽绒外套1024,,小店广告×直播 (85.5%),艾莱依服饰旗舰店,3.76,1.7,15.19,21.36,1559.5,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53hiasgaabweappikvwvvbwoqeem5aci2a.f0.mp4?dis_k=5ed32c63972e39f55a6e411201664157&dis_t=1783944334&m=e958b5a4459b5047c2b602bc9bb2b77d
AMS投放爆品,羽绒服,雅鹿红色羽绒服女款2026反季新款时尚百搭加厚款90白鸭绒休闲外套,,小店广告×小店 (100.0%),雅鹿隆暖羽绒服,3.27,4.39,7.26,40.0,305.0,版型:常规 | 季节:秋冬 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3w4ajkaaaeqamvkjwgvurvnyesw3qbfka.f0.mp4?dis_k=3664f7772d6907824e75317b8ebb0256&dis_t=1782280382&m=64a6c3565e7d22e348a1503f4a93540b&sha256=84670d31b11ae4a0fea595314d7290332e25bada7c405564381caebc6053ab4f
AMS投放爆品,羽绒服,【余书】长款皮衣菱格大衣羽绒服外套Y304258,,小店广告×小店 (100.0%),余书samantha,0.0,0.0,29.9,0.0,1270.6,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53wycc6aaeyeakzgonqzur5nqef63ail2a.f0.mp4?dis_k=901cb626d6b73c90ce434fcf3c9094c9&dis_t=1774814072&m=2e1f2044416f9ce99142a4cc4f25a259
AMS投放爆品,羽绒服,冰川堡垒2.0雅鹿米色羽绒服中长款时尚情侣保暖26新款90鸭绒外套,,小店广告×小店 (100.0%),雅鹿女装专卖店,7.51,3.9,16.01,52.94,357.8,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53z4aa6aaaxaamznr4vnurvtyeb7hqad2a.f0.mp4?dis_k=0c5a26380e4e0e08516149e80c8c4ed3&dis_t=1765589882&m=9f0d9d6e2d168c3c84df91a995fbf56c
AMS投放爆品,羽绒服,YAYA新款女士90绒宽松休闲简约百搭保暖厚款连帽外套YE6B600072H,,小店广告×小店 (100.0%),YAYA鸭鸭知夏专卖店,2.53,7.1,8.91,63.64,267.2,版型:宽松 | 季节:秋冬 | 卖点:宽松 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3kqac4aaa3aanbhltervbuvaefzkaalsa.f0.mp4?dis_k=3e1c2731b295a3822d7291ec8b72e48b&dis_t=1785986702&m=215193c2b9b4c144c3154ecd1fcf89af
AMS投放爆品,羽绒服,艾莱依时装26新款鹅绒中长款大气高级廓形风衣式羽绒1021,,小店广告×直播 (80.2%),艾莱依服饰旗舰店,4.61,0.6,18.24,26.74,1510.2,版型:宽松 | 季节:四季 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53aiaacaaar4ak5b3jpjvbuaqeaebaaaka.f0.mp4?dis_k=9e4b3bfef22186c462e5842f61bef567&dis_t=1785311121&m=bc78ca1af0ed58d27979443c2dabd9f3
AMS投放爆品,羽绒服,杜屁屁桃 原创【莹雪流光】秋冬女甜美流苏披肩纯色羽绒服套装,,小店广告×小店 (100.0%),0,1.16,6.9,3.08,100.0,419.1,版型:常规 | 季节:秋冬 | 卖点:秋冬 | 风格:日常百搭,,,
AMS投放爆品,羽绒服,V/雅鹿2026[热卖爆款]新款羽绒服休闲加厚保暖短款百搭潮流时尚秋冬季修身立领0950,,小店广告×小店 (100.0%),雅鹿女装羽绒服,5.9,8.52,26.55,52.17,198.1,版型:修身 | 季节:秋冬 | 卖点:修身 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc37iac4aaav4ao6rfkzzubv6qef35aalsa.f0.mp4?dis_k=9f241380df8fa7ca0228ce27989ddead&dis_t=1756021081&m=ae33ddb9fa8f3dda46b6003eda8a4283
AMS投放爆品,羽绒服,wooye勿野 山系踏青季多巴胺90白鸭绒羽绒服轻便连帽羽绒外套内胆YRD4,,小店广告×小店 (100.0%),wooye勿野,4.41,2.78,5.0,0.0,209.0,版型:常规 | 季节:秋冬 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53giabkaaalqaejuhq6nurumqecuzaafka.f0.mp4?dis_k=2aa684b0d4826fafc27fe2f2e02a627b&dis_t=1777357168&m=afa504ee3f1f3c700a05d90d2f732eae
AMS投放爆品,羽绒服,【多巴胺色系】春秋季男女同款美式宽松冲锋户外潮流外套极限户外7870,,小店广告×直播 (100.0%),崔万志,1.56,2.75,7.82,38.46,71.9,版型:宽松 | 季节:秋冬 | 卖点:宽松 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53d4afsaaa7yajz7tn3rvbuhyelepqawka.f0.mp4?dis_k=93174cec5cf74bd38a4cb2840e1db3ef&dis_t=1785578980&m=45d8a831c34c601ef98aa3f46f850cf9
AMS投放爆品,羽绒服,杜屁屁桃PITAO 原创【富贵闲人】拼接花色时尚秋冬季90白鸭绒羽绒服,,小店广告×小店 (100.0%),0,2.29,5.56,6.58,0.0,592.1,版型:常规 | 季节:秋冬 | 卖点:秋冬 | 风格:日常百搭,,,
AMS投放爆品,羽绒服,艾莱依时装26新款鹅绒中长款风衣翻领拼接羽绒长大衣1051,,小店广告×直播 (100.0%),艾莱依服饰旗舰店,3.71,0.23,16.54,0.0,1489.0,版型:常规 | 季节:四季 | 卖点:羽绒服 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53ceatyaabtuaor62vkzvbweiehqiqcpca.f0.mp4?dis_k=d125dd4f88525586ffa36df0e2f88d94&dis_t=1783944335&m=83b273039a0ca52e1260626bb928e344
AMS投放爆品,羽绒服,雅鹿90白鸭绒轻薄款羽绒马甲2026反季新款保暖羽绒内搭外穿上衣女,,小店广告×小店 (100.0%),雅鹿隆暖羽绒服,5.22,3.08,5.61,50.0,229.0,版型:常规 | 季节:四季 | 卖点:轻薄 | 风格:日常百搭,,,http://pgdt.gtimg.cn/141/20204/snscosdownload/SZ/reserved/6a4b1b9c0001eb0013d250c0770155150000008d00004eec?ck=391ca2be2198e72a660a6d9838607465&m=391ca2be2198e72a660a6d9838607465&sha256=92a67f1a6369841e3a2f9f09da3881b6c6958c9b573e4b82ee37dd4158216fad
AMS投放爆品,羽绒服,艾莱依时装26新款女秋冬鹅绒翻领可脱卸毛领羽绒大衣1072,,小店广告×小店 (100.0%),艾莱依服饰旗舰店,2.64,4.55,19.85,100.0,1489.0,版型:常规 | 季节:秋冬 | 卖点:秋冬 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3h4cumaafmiap542gtzvb6pyeiy7qkrsa.f0.mp4?dis_k=ec8310fd066d9c5afae633f79e59531a&dis_t=1782823010&m=c6909d16f0de97fbab562a8e74ebb24f
AMS投放爆品,Polo衫,新中式短袖t恤女夏2026新款气质减龄妈妈polo衫冰丝百搭翻领上衣,,小店广告×小店 (100.0%),亿TL系列,3.86,3.13,5.0,35.71,99.7,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b53gqaokaaaueajh22sefvbunae4u2abzka.f0.mp4?dis_k=0bbb11bc549c3b7bb3df70798214ff2f&dis_t=1784996862&m=34ea3771b5aaa2d3fcaaa6c40a2173f2&sha256=4c5ce38f7e4dac0583a83ba035535a84aa58f11d0fd4b2972eb3bfff2c13d090
AMS投放爆品,Polo衫,高品质高档国风妈妈短袖t恤女夏翻领洋气冰丝上衣减龄运动polo衫,,小店广告×小店 (100.0%),WX高品质女装,2.74,4.22,5.0,28.84,99.5,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0b53t4amuaaab4alz32sejvbvhyezkpqbssa.f0.mp4?dis_k=5720244ee0ae0b55d5e81c73c5a424ab&dis_t=1784996862&m=2d9fef63bf9b55e4a5e99eb2e65062ea&sha256=ad0fc80603f7fe885c93a1b6b14f191211ac0fcc25a856bcb09c58ffcb8dc9e6
AMS投放爆品,Polo衫,时尚百搭纯棉T恤女新款翻领字母气质潮流休闲宽松气质显瘦上衣,,小店广告×小店 (100.0%),涵宁服饰,3.88,6.07,4.77,25.57,41.4,版型:修身 | 季节:四季 | 卖点:显瘦 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3v4ajkaaa6maoy4izcvvbvlyeswxqbfka.f0.mp4?dis_k=41e2813eeb4fffbac6f6509ffc2ecd00&dis_t=1781790037&m=2ab6ab654c712986665a6f7ba443be84&sha256=399039192aec236d97a0eed1fc866993a4c7810b99db75e7574509982df041e2
AMS投放爆品,Polo衫,高品质品牌翻领短袖T恤女夏2026新款纯棉减龄显瘦百搭半袖上衣,,小店广告×小店 (100.0%),WX高品质女装,1.83,1.72,5.0,40.49,99.3,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b5344auiaabyiai5222p5vbvzyeittqcrca.f0.mp4?dis_k=8a01063eececd2877d5850125cb18984&dis_t=1784616133&m=74c715b43566dd3fc6903be9354eb3b7&sha256=bdded2a8dc0e22a5deb3f9862c448974e416db1c9ddbff272757baebab2f0471
AMS投放爆品,Polo衫,高品质冰丝短袖t恤女夏装气质妈妈polo衫宽松显瘦大码上衣绣花翻领,,小店广告×小店 (100.0%),WX高品质女装,6.09,3.85,5.0,49.59,99.5,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc34acqmaafmqaju6b7ivvb7yaea3qakbsa.f0.mp4?dis_k=6e135116a7bd21ca5744c0d62b52843e&dis_t=1784615538&m=0f9e03306723dfb52105d59b51225535&sha256=9b55473dfa21996616cbed469833586bd16abafd31d34fe71ecf07f7a9340537
AMS投放爆品,Polo衫,ELLE Active[店播专用]时尚撞色短袖针织衫女翻领polo衫t恤老钱风休闲上衣,,小店广告×小店 (100.0%),ELLEActive官方旗舰店,4.49,7.81,10.0,61.29,249.1,版型:常规 | 季节:夏季 | 卖点:针织 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0bc354cvuaafh4aas3kh3jvb73yellxqkwsa.f0.mp4?dis_k=ada718297f436ad01dfab04feceab807&dis_t=1782731736&m=9419d34a295b8fce596a726e1a1e791b
AMS投放爆品,Polo衫,高品质2026新款POLO衫纯棉短袖T恤女夏季中年妈妈洋气减龄翻领上衣,,小店广告×小店 (100.0%),WX高品质女装,2.91,2.53,5.0,48.44,99.3,版型:常规 | 季节:夏季 | 卖点:纯棉 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53f4ci6aae3aaes6j6lzvb4lyer4xqjd2a.f0.mp4?dis_k=c24e04a465f0c4e0138eecfaa9ea3172&dis_t=1784616121&m=068936cc9be59a2a36d3250537821330&sha256=3eac6ce912d5a843705da8ae68f338c5e5b1dc214f9e4e7048f244f224c63276
AMS投放爆品,Polo衫,高端品牌女短袖t恤2026女装夏季新款polo衫冰丝棉衣服上衣,,小店广告×小店 (100.0%),WX高品质女装,6.03,4.23,5.0,38.1,99.8,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53haarkaabuqaeb4stjfvbwoaecu4acfka.f0.mp4?dis_k=eb436ee8125a11c2d3a8967d726c3892&dis_t=1784615546&m=50b9ea15a71cd81328de057d7a57189b&sha256=359ba41aa1333b10518e95314cc90e4f62473513d25a083e1096175b80993ed8
AMS投放爆品,Polo衫,高端polo衫短袖女士t恤夏季时尚翻领印花体恤薄款中年妈妈洋气大码上衣,,小店广告×小店 (100.0%),Da高品质女装,6.01,4.08,5.0,66.48,99.8,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53t4ah2aaaouao3g3hqfvbvhyepwpqa7ka.f0.mp4?dis_k=c5cd40770359152e14770bd905cdf074&dis_t=1786292658&m=56fbe04e93e55c5278ede19cc1d9cbac&sha256=6a62cfe773e30362a7a1bb8587ae24428d16ba4829645e0535f49a3bb1d379d3
AMS投放爆品,Polo衫,高端品牌短袖t恤女夏季新款洋气中年翻领上衣服妈妈休闲polo衫,,小店广告×小店 (100.0%),亿TL系列,6.44,4.01,5.0,30.49,99.7,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0b53v4akqaaa4iapux2skvvbvlyevcxqbkca.f0.mp4?dis_k=7ad8f15c9f14da3f6fac1d8e0526c7f1&dis_t=1784615537&m=5e9f3fd14fe20bee9a8ec534e8073fbd&sha256=3c054315297fb0ab20eaaef3ece5e2fa70ad0430bd28ccab233a338d2a45bb4f
AMS投放爆品,Polo衫,【挺括有型200支】霞湖世家 超高支棉男女液氨丝光翻领POLO衫短袖,,小店广告×小店 (100.0%),霞湖世家运动,4.92,5.0,13.98,27.27,289.9,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3iabomaacdiabvddijzvbqqae4zaafzsa.f0.mp4?dis_k=72974452fb751926de5ae9a65e8cb96b&dis_t=1785396323&m=1f101a4e58358915bf3694d99220f90f
AMS投放爆品,Polo衫,夏季2026新款亮色中年女士短袖t恤polo衫女冰丝上衣时尚品牌有领小个子夏天微胖显瘦翻领精致百搭减龄气质宽松体恤薄款,,小店广告×小店 (100.0%),WX高品质女装,3.89,5.72,5.0,29.81,99.1,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3hucboaaeteaiwybs5vvb4piec46qif2a.f0.mp4?dis_k=b4da2ec0050e127e26340bee948da3c0&dis_t=1784617056&m=d5cba973adab26a6f68c397f9239a9bd&sha256=77e38bddbdd615e2edb7dcf7a4290b0d96dae5ea31f35479cdb3bb6f0238b943
AMS投放爆品,Polo衫,高品质印花设计感上衣2026妈妈polo衫短袖t恤女翻领运动衫真好看,,小店广告×小店 (100.0%),WX高品质女装,1.16,1.26,5.0,43.15,99.5,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0b5344auiaabyiai5222p5vbvzyeittqcrca.f0.mp4?dis_k=8a01063eececd2877d5850125cb18984&dis_t=1784616133&m=74c715b43566dd3fc6903be9354eb3b7&sha256=bdded2a8dc0e22a5deb3f9862c448974e416db1c9ddbff272757baebab2f0471
AMS投放爆品,Polo衫,高端名牌冰丝短袖t恤女夏季新款中年女装运动上衣翻领妈妈夏装POLO衫,,小店广告×小店 (100.0%),亿TL系列,6.41,2.92,5.0,40.97,99.1,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3hub4yaad2qaln7bovfvbspiezq6qhtca.f0.mp4?dis_k=8374488318548cad14825e1a08bf8e23&dis_t=1784530374&m=59d6232d60e3fe9706cd44b0724f6185&sha256=63aaad7f171b567b9d2f66cb304365e0e90afdb7c148e59090cec3e72352ae4e
AMS投放爆品,Polo衫,冰丝短袖t恤女夏装2026新款妈妈减龄polo衫百搭显瘦上衣翻领,,小店广告×小店 (100.0%),Da高品质女装,3.37,1.94,5.0,47.83,99.4,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3q4ajkaaanqaakf3hozvbvbyeswdqbfka.f0.mp4?dis_k=a938b247a78913930257c593c1c7ed92&dis_t=1785172208&m=3cfde2579dce3fbc29fb582c347c89c7
AMS投放爆品,Polo衫,高端短袖t恤女士纯棉气质翻领POLO衫2026夏季时尚休闲上衣服,,小店广告×小店 (100.0%),亿TL系列,4.96,3.27,5.0,55.2,99.6,版型:常规 | 季节:夏季 | 卖点:纯棉 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3gibjiaacomaow5rtcbvbqmqesqzaffca.f0.mp4?dis_k=4d13932db0dffea9efa7008b2cac9921&dis_t=1784529308&m=7c77f0e746b93701da9502e6793c8479&sha256=25879f733d97da26effdad273275713257e828f51333895b153e0c518f6856d4
AMS投放爆品,Polo衫,女士夏季短袖刺绣翻领POLO衫时尚妈妈撞色拼接领口T恤上衣服,,小店广告×小店 (100.0%),悠依橱中老年品牌服饰,2.57,3.95,5.65,45.74,138.0,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3zyaseaab2yaf7xb27rvbxtqeelhacisa.f0.mp4?dis_k=307d081bc2347fde2379e18911e33d51&dis_t=1782283550&m=579fbcb3ffb998969eb2ac9fe88b25d2
AMS投放爆品,Polo衫,高品质夏季速干POLO领透气短袖T恤女时尚休闲体恤衫薄款妈妈运动上衣服,,小店广告×小店 (100.0%),WX高品质女装,6.89,3.66,5.0,69.89,108.2,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3jqac6aaafaafsnzn7bvbutaef5gaal2a.f0.mp4?dis_k=c011df6459f2ccf8ba9fccc971c1b6c1&dis_t=1784876998&m=eee96f6c3554c675497654b1c5cc230b&sha256=49292918eadb9c53da40b9253f4e16fd96ca58e1efddc4aa3733e69f13e6ed41
AMS投放爆品,Polo衫,高端纯棉短袖t恤女夏季2026年新款减龄气质翻领polo衫大码绣花上衣服,,小店广告×小店 (100.0%),亿TL系列,4.3,4.72,5.0,37.89,99.2,版型:常规 | 季节:夏季 | 卖点:纯棉 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b53wqareaabsaajhhstprvbvnaeck2acesa.f0.mp4?dis_k=a856c735390ba442f35422cdf1a3a0f5&dis_t=1784531354&m=637d8ad649bc001dfc53982a301f7048&sha256=0799f1bc0f3fefeec4a12b55c502d4510f5bf0ec185ff61f601070e08db20dfb
AMS投放爆品,Polo衫,夏季短袖条纹T恤女士polo领上衣百搭休闲经典穿搭洋气小衫,,小店广告×小店 (100.0%),肥妮女装,3.5,5.0,4.51,25.22,20.0,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3m4bt2aadomad6azp4fvbszyehvtqgpka.f0.mp4?dis_k=3c387226bbd98b5a29b9bfc456b44bdd&dis_t=1781269016&m=17db65d9885f02cec6008e5b9f8119c9
AMS投放爆品,Polo衫,高端品牌时尚印花气质翻领短袖T恤女夏季2026新款纯棉半袖薄款女士上衣,,小店广告×小店 (100.0%),亿TL系列,2.73,2.97,5.0,38.03,99.4,版型:常规 | 季节:夏季 | 卖点:纯棉 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0b5344auiaabyiai5222p5vbvzyeittqcrca.f0.mp4?dis_k=8a01063eececd2877d5850125cb18984&dis_t=1784616133&m=74c715b43566dd3fc6903be9354eb3b7&sha256=bdded2a8dc0e22a5deb3f9862c448974e416db1c9ddbff272757baebab2f0471
AMS投放爆品,Polo衫,高品质翻领短袖t恤女夏装气质妈妈polo衫宽松显瘦大码上衣复古减龄,,小店广告×小店 (100.0%),WX高品质女装,4.9,4.67,5.0,42.42,99.5,版型:修身 | 季节:夏季 | 卖点:显瘦 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3syafaaaayuactxbnqnvbvfqekclaauca.f0.mp4?dis_k=42731b819be1e9fb7ac195d0e371e7a4&dis_t=1784615318&m=c4d075ecb2d4acac484c4eb9c8049721&sha256=0b832c5023b2642e998ec6e967228923746f66474c9ec8af44b58c2fa8cd23db
AMS投放爆品,Polo衫,高档女士短袖t恤女夏季2026新款品牌时尚刺绣polo衫减龄百搭中年上衣,,小店广告×小店 (100.0%),亿TL系列,5.69,5.27,5.0,60.32,99.2,版型:常规 | 季节:夏季 | 卖点:百搭 | 风格:百搭通勤,,,http://adsmind.gdtimg.com/ads_svp_video__0b53neaj2aaapqadayjwprvbu2ietvuqbhka.f0.mp4?dis_k=0bf9b38c359cd5cacbba92317ec950d0&dis_t=1784999021&m=75d93cf25449e7899353fc527609dfb5&sha256=7338395848676f08ccb18408dcdbfc544d045822e389572629d3f5ac62b19004
AMS投放爆品,Polo衫,高端品牌休闲时尚翻领刺绣设计感上衣短袖T恤女夏洋气新款2026妈妈装体恤,,小店广告×小店 (100.0%),亿TL系列,5.54,4.69,5.0,59.68,99.6,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:休闲运动,,,http://adsmind.gdtimg.com/ads_svp_video__0b53lacosaaeouabbvb3gzvb4wae5fmaj2ka.f0.mp4?dis_k=ad6f8ab8ad21e474fcf79739b100544d&dis_t=1784998663&m=f97b9dc5dd78b396a8710e363a3c0990&sha256=8364917d9e041ab4966bd13ab5d06e47ea2e1c39272593a2f2cb9e06daf5a08d
AMS投放爆品,Polo衫,夏天短袖t恤女2026新款今年流行的女士polo小衫洋气减龄上衣夏装,,小店广告×小店 (100.0%),Da高品质女装,5.55,2.27,5.0,46.67,99.3,版型:常规 | 季节:夏季 | 卖点:短袖 | 风格:日常百搭,,,http://adsmind.gdtimg.com/ads_svp_video__0bc3t4bjcaacouaacvtflnvbrhyesgpqfeka.f0.mp4?dis_k=13dee8055d0bd3af3e33a14a1a0ecbec&dis_t=1785172205&m=e9b2c0220a4f02683ce22c3d4982196d
